claimant_id,name,gender,age,marital_status,occupation,annual_income,credit_score,state,address,phone,bank_account_hash,policy_type,policy_tenure_years,prior_claims_count
CL003105,Angela Scott,Female,48,single,Truck Driver,22849.28,653,OH,"849 James Bypass Suite 035, Haynestown, SD 71403",305-384-4958x54896,GB92OQUY07471646666301,comprehensive,5.7,1
CL003106,Joseph Hansen,Female,76,married,Police Officer,19574.57,664,GA,"4569 Andrea Pines, Kevinmouth, AR 82639",242-355-4923,GB54HKLK59757886844720,full_coverage,1.3,1
CL003107,Eric Jimenez,Male,77,divorced,Software Engineer,34283.67,600,OH,"15692 Danny Knolls Suite 578, Zacharyfurt, AZ 17650",(340)629-0168x529,GB52FFPU87823017375314,comprehensive,7.7,1
CL003108,Meghan Sanders,Female,52,married,Nurse,69536.18,691,PA,"USS Baldwin, FPO AP 10164",8772778342,GB66ZUGM54618363766735,comprehensive,1.4,0
CL003109,Leonard Rodriguez,Female,81,married,Sales Representative,77023.32,759,GA,"677 Dalton Meadow, Ashleyton, RI 97505",542.782.4172x48251,GB84CNXO42336293449734,full_coverage,7.7,0
CL003110,Charles Page,Male,56,married,Freelancer,60336.85,663,GA,"302 Willie Gateway Apt. 242, East Michaelfort, CA 63004",333.887.1545,GB45VJIY66872553681963,liability_only,2.6,1
CL003111,Robert Watson,Male,28,married,Consultant,36765.2,694,OH,"3820 Moore Isle, Baileyberg, FM 59659",(625)469-9238,GB35ZQOP85900125260792,liability_only,1.2,1
CL003112,Aaron Conrad,Male,21,married,Teacher,76952.17,713,FL,"1020 Cole Rest Apt. 491, Bushtown, SC 54807",783-557-9922,GB70WEFH40140822815775,full_coverage,1.7,0
CL003113,Zachary Jones,Male,62,married,Construction Worker,47221.83,675,OH,"088 Jennifer Summit, Linview, AK 20780",(935)513-4010,GB67ACSS89611256586547,liability_only,5.5,0
CL003114,Benjamin Walker,Male,78,married,Student,73022.2,777,MI,"66805 Paul Vista Suite 707, East Russellville, GA 22984",+1-715-205-5779,GB05WDXO23907027474418,comprehensive,0.7,0
CL003115,David Marquez,Male,24,married,Mechanic,21728.13,620,PA,"USCGC Glass, FPO AE 82130",(285)595-1469,GB76ZBGE11383032246778,full_coverage,6.6,0
CL003116,Heidi Garza,Female,39,single,Manager,66048.03,563,PA,"8069 Murphy Rapids, Hurleyside, CA 18271",+1-848-934-6104x3441,GB53WRHH26186986525104,full_coverage,4.4,1
CL003117,David Newman,Female,22,single,Administrative Assistant,27514.95,681,MI,"126 Amy Hills, Danamouth, CO 73436",546-343-9438x52207,GB83CTMJ88016598437706,liability_only,4.4,0
CL003118,Charles Fitzpatrick,Male,36,single,Warehouse Worker,37991.95,601,NY,"33308 Julie Village, North Dianeberg, NY 74208",234.271.0645x9340,GB27SHNB96536334228301,comprehensive,3.6,0
CL003119,Kristen Huber,Female,47,married,Administrative Assistant,37746.94,676,NY,"77860 Jennifer Inlet Suite 914, Kristinastad, LA 02148",(374)407-9810,GB87UZIT21039710755633,full_coverage,2.2,2
CL003120,Juan Burns,Female,73,single,Business Owner,28641.01,824,FL,"8211 Reeves Pike, Port Jessica, FL 91487",3839077431,GB03LOYK30898399175377,liability_only,0.1,1
CL003121,Benjamin Hill,Female,61,married,Warehouse Worker,77267.35,689,GA,"034 Joshua Plain, Garymouth, OK 97824",(738)804-6827,GB95RVUZ70320320742761,comprehensive,4.8,1
CL003122,Meredith Bell,Male,37,married,Student,74842.87,741,MI,"92261 Danny Field, Claytontown, AS 20237",895-356-5160x732,GB49FDFU76677423904412,comprehensive,1.5,1
CL003123,Wendy Lee,Female,54,single,Teacher,55576.23,742,MI,"785 Nichole Street, Jaystad, MA 54846",+1-309-996-4654x96273,GB35FZDY23370974466269,full_coverage,3.6,0
CL003124,Zachary Moyer,Female,30,divorced,Nurse,90653.31,775,GA,"94383 Ali Locks Suite 881, Goodmanton, MS 98800",432-804-2689,GB47CFBD35157011314916,comprehensive,3.9,0
CL003125,Heather Hill,Female,66,married,Police Officer,76962.04,687,IL,"73448 Henderson Plaza, Randyville, MN 04102",+1-957-933-8071x55836,GB74RJIH15995895748010,full_coverage,0.3,1
CL003126,Raymond Garcia,Female,34,married,Nurse,117273.18,705,NY,"70583 Wolf Loop Suite 931, North Jasmineberg, UT 14803",357-492-8449x9397,GB47VXWN78816524735833,liability_only,2.3,0
CL003127,Michael Allison,Male,68,divorced,Chef,51856.14,672,TX,"1022 William Ford Suite 213, Lake Jennifer, TX 32012",451.387.9323x0720,GB40QCXX07189842497318,liability_only,6.2,1
CL003128,Lynn Wilson,Male,60,divorced,Truck Driver,80670.26,579,IL,"644 Young Junction Apt. 507, New Carolynview, SC 73039",(567)799-8029x4328,GB26PSUE53756130015975,liability_only,2.1,0
CL003129,Fernando Guerrero,Female,37,divorced,Electrician,85112.54,727,OH,"55534 Lawrence Curve Suite 096, Lisaburgh, IA 77094",(477)983-2034,GB85CWKN85230166800365,comprehensive,4.8,0
CL003130,Joseph Taylor,Male,60,single,Consultant,87022.67,534,IL,"33230 Villanueva Cliffs, West David, MS 75175",468-245-9723,GB88UJNM53335038363358,full_coverage,4.5,0
CL003131,Shelly Lopez,Other,47,married,Police Officer,70030.78,547,TX,"96729 Joseph Plain, Leblancbury, MT 39177",(438)771-7647,GB16BZZF27230840510808,comprehensive,1.1,0
CL003132,Kara Bean,Male,78,single,Mechanic,73311.9,643,NC,"935 Solomon Hills Suite 646, Nobleview, WI 45060",900.905.2057x7284,GB88PGXN78289406041549,liability_only,4.3,0
CL003133,David Lambert,Female,28,married,Software Engineer,109879.17,665,TX,"15503 Taylor Hollow Apt. 839, Josephfort, AZ 68678",2217471859,GB50HRJC96716510803682,liability_only,5.1,0
CL003134,Ralph Bailey,Female,47,divorced,Administrative Assistant,31289.32,633,FL,"302 Willie Gateway Apt. 242, East Michaelfort, CA 63004",(943)459-4295,GB05FVTU40574889663333,liability_only,9.8,1
CL003135,Justin Fox,Male,75,married,Nurse,79789.52,750,NY,"85930 Riley Square Apt. 560, Port Nicolemouth, OH 62484",249.651.4761,GB90DQPR40902289514104,liability_only,4.2,1
CL003136,Melanie Rose,Female,23,married,Retail Worker,34739.01,592,CA,"107 James Rapid Apt. 869, Villaland, MI 16652",250-339-1430,GB85QADR34766740778111,full_coverage,0.1,0
CL003137,Zachary Perry,Male,47,married,Chef,15000.0,699,NC,"4945 Valerie Landing, New Don, HI 48763",873.752.0890x37481,GB11IHBQ57664939179297,comprehensive,20.5,0
CL003138,Jamie Higgins,Male,56,widowed,Electrician,30735.43,626,FL,"4549 Jose Lake, North Elizabeth, NH 40714",+1-348-676-3290x9279,GB82RCIU67179576024375,full_coverage,0.4,1
CL003139,Daniel Griffin,Female,34,divorced,Software Engineer,166229.8,764,GA,"196 Anderson Well Apt. 977, Kellytown, WV 36589",(266)599-9945x1755,GB34UKMB03308972909372,full_coverage,3.1,3
CL003140,Sara Hardy,Female,49,single,Nurse,107139.76,644,PA,"0388 Charles Junctions Apt. 328, Port Allison, KS 96116",574-705-2810,GB46DMMO35104125054356,liability_only,2.8,0
CL003141,Karen Padilla,Female,60,married,Mechanic,23924.78,618,CA,"0164 Ellis Burgs Suite 436, Lake Daniellemouth, NH 34983",889-079-1263,GB15XJPK92177868205379,liability_only,5.0,2
CL003142,Douglas Ruiz,Male,37,single,Chef,52894.11,709,IL,"194 Kelly Crossroad, Port Fredshire, CO 02879",4189119678,GB06EHQR29113469351685,liability_only,0.8,0
CL003143,Steven Smith,Male,68,married,Accountant,44331.16,637,NY,"3628 Gregory Shore Apt. 631, West Jordanfort, IN 08007",995.352.9641,GB02GJCP60832531338123,liability_only,4.4,0
CL003144,Christina Malone,Female,24,married,Teacher,41561.38,649,FL,"39408 Gloria Shores, Taylorland, TN 34202",+1-903-230-1191x7182,GB20FDEK84001092589399,liability_only,1.8,0
CL003145,Anthony Cantrell,Male,69,single,Construction Worker,61112.36,669,CA,"82787 Taylor Wells, South Toddstad, FM 39145",+1-548-772-8145,GB28RGBS18218972287369,liability_only,2.9,1
CL003146,Chad Ray,Female,45,married,Software Engineer,71832.47,692,TX,"407 Alexis Cliff, Gallegosbury, OR 24197",001-595-448-2320,GB55JSQE63855381911767,full_coverage,1.7,0
CL003147,Ian Reyes,Female,18,divorced,Teacher,83142.42,725,GA,"642 Mitchell Light Suite 775, Danielberg, SC 59009",469.292.8079x071,GB64ECKA93048001266617,comprehensive,4.9,0
CL003148,Carrie Harvey,Female,29,married,Electrician,53571.12,757,NY,"171 Kimberly Stravenue, West Bethfort, TN 98468",(864)387-8646x9432,GB24RXZC02293984732615,comprehensive,1.0,0
CL003149,Maria Villa MD,Female,61,married,Nurse,86695.99,692,TX,"7741 Lopez Light Suite 270, Scottview, IN 35701",372-702-5909x47985,GB11ZZCP17524214955112,liability_only,3.2,1
CL003150,Amanda Maldonado,Male,56,divorced,Accountant,61810.23,722,NY,"546 Miller Squares Suite 571, Kaitlynport, NY 74683",334.699.7649,GB74LIMJ56392854212708,liability_only,8.2,0
CL003151,Kimberly Sullivan,Male,57,married,Nurse,121353.53,749,FL,"658 Hernandez Expressway Suite 189, New Ambermouth, GU 49847",646.439.1599x0166,GB90GIGW20967859824889,full_coverage,5.0,1
CL003152,Austin Hoffman,Male,72,married,Teacher,69171.36,637,TX,"16454 Peter Orchard, North Debra, CT 83737",001-442-641-7001x373,GB84FGHR05468367484650,full_coverage,2.8,0
CL003153,Theresa Schneider,Female,47,married,Administrative Assistant,22112.35,698,CA,"3826 Evans Squares Suite 776, East Jenniferchester, PW 39096",866-257-1263,GB43JKRK97607353895650,comprehensive,0.9,0
CL003154,Samantha Fritz,Male,19,married,Manager,88841.71,608,NC,"739 Benson Overpass Apt. 121, Thompsonmouth, CO 89882",001-902-527-8469,GB61CYNH92823414363718,comprehensive,2.4,1
CL003155,Justin Craig,Female,75,married,Retired,27865.06,814,IL,"7973 Megan Road, East Shawnview, MS 70696",+1-945-408-4791x621,GB29QZCY96295106195614,comprehensive,1.4,0
CL003156,Susan Hinton,Male,60,divorced,Accountant,43042.79,628,PA,"04243 Stacey Plaza, West Anthonyberg, FM 21679",778.572.0501x1140,GB33GNQS15074420178827,liability_only,3.5,0
CL003157,David Herrera,Male,80,married,Freelancer,43153.71,780,FL,"02147 Travis Mall Suite 911, Sarahton, IA 06380",355.532.0888,GB10ZZUO93257268700158,comprehensive,4.9,0
CL003158,Thomas White,Female,40,married,Software Engineer,75484.48,771,FL,"80620 Troy Common Apt. 054, Wongbury, VI 37160",565-867-0028,GB48AGUP49233831843527,liability_only,0.2,0
CL003159,Martin Miller,Male,44,married,Electrician,50598.32,473,OH,"34082 Walker Points Suite 452, New Sabrinaberg, WY 14396",235-272-4334x911,GB11ILLG10869923427348,full_coverage,6.8,0
CL003160,Amanda Harrison,Male,59,divorced,Truck Driver,41045.37,659,NY,"2292 Scott Streets Suite 051, Lisatown, AL 05992",(553)466-5744,GB44RVWK54569792446811,full_coverage,1.6,0
CL003161,Brenda Adams,Female,24,married,Software Engineer,50085.29,648,FL,"357 Kristin Road Apt. 369, Georgeburgh, AR 47507",+1-276-373-2753x09757,GB85SDVR21340120776834,liability_only,1.7,0
CL003162,Krista Snyder,Other,29,single,Freelancer,36826.9,608,NC,"782 Summer Land, Lewishaven, NH 95264",401.216.0692,GB14XKPE63032823111759,liability_only,2.3,0
CL003163,Heidi Jackson,Other,37,married,Warehouse Worker,85163.02,616,CA,"72556 Green Throughway, Port Rachelhaven, FL 06107",5719527115,GB82LORC07125910213959,full_coverage,2.8,0
CL003164,Miguel Woods,Male,27,married,Nurse,52374.06,559,GA,"956 Jimenez Union, Rebeccaberg, NY 13051",001-421-374-8761x52093,GB35PCFF64539350291766,liability_only,0.8,0
CL003165,Kristin Costa,Male,54,single,Truck Driver,63135.65,696,IL,"USNS Diaz, FPO AE 87563",+1-965-969-9988x081,GB21PADC68646225223728,full_coverage,3.2,1
CL003166,Douglas Smith,Female,34,single,Retail Worker,133167.72,661,GA,"5151 Johnson Route Apt. 957, Martinbury, DC 10988",+1-509-247-1282x2567,GB43XQJA96721810697080,liability_only,3.2,0
CL003167,Mary Leonard,Male,60,divorced,Manager,73043.65,645,NY,"47735 Barbara Crossing, Savannahfurt, WA 18351",001-293-780-0915,GB68DOSQ91230030560848,liability_only,0.0,0
CL003168,Donald Bass,Female,81,married,Administrative Assistant,65663.78,691,FL,"87450 Lopez Avenue, Marshallstad, ID 02030",+1-580-294-4261x531,GB80GBSQ47783801888483,liability_only,3.7,0
CL003169,Valerie Schneider,Female,18,single,Manager,57684.73,813,MI,"0325 Wu Gateway Suite 499, Rebeccaburgh, TX 63868",(253)442-7225x890,GB75ECRE90576816190173,comprehensive,3.3,1
CL003170,Lee Andrews,Male,27,divorced,Teacher,67124.87,651,NC,"821 Arnold Roads Apt. 517, Micheleburgh, MH 94311",5564704276,GB89SXBY28030880044229,comprehensive,7.0,1
CL003171,Timothy Patel,Female,50,single,Teacher,40947.72,740,PA,"41189 Michelle Forge Suite 157, Port Jasminetown, MO 97758",+1-619-608-5802x6032,GB10PALF19476983328211,full_coverage,4.6,0
CL003172,Heather Roberts,Male,33,married,Electrician,36618.71,727,CA,"60426 Kaitlyn Hill, Port Jamesfort, NM 40696",001-773-396-7811,GB22TWDZ91553533944444,liability_only,1.1,1
CL003173,Carly Ryan,Female,68,divorced,Warehouse Worker,91305.33,770,OH,"19656 Moody Gateway, Deannabury, OH 79275",001-315-272-7919x4096,GB46UXMH01367492617647,full_coverage,5.5,0
CL003174,Bradley Bautista,Male,29,single,Freelancer,24675.56,763,GA,"Unit 4390 Box 3785, DPO AE 71495",(397)582-2918,GB53WWKT43746436480579,liability_only,2.0,0
CL003175,Gregory Carpenter,Female,71,married,Construction Worker,65920.89,655,FL,"33230 Villanueva Cliffs, West David, MS 75175",468-245-4213,GB88UJNM53335038363358,comprehensive,4.5,0
CL003176,Debbie Jones,Female,65,single,Accountant,22676.76,491,GA,"367 Wayne Village Apt. 891, Lake Charlesfort, AR 82392",554.554.1886,GB82GYZT57472147707608,comprehensive,7.5,1
CL003177,Morgan Garcia,Male,28,single,Mechanic,92416.73,836,MI,"8316 Roberts Fort, Bartontown, WV 45888",(423)893-5207,GB49FHID12394995392511,liability_only,0.9,1
CL003178,Joseph Stone,Male,44,single,Software Engineer,36930.29,737,FL,"519 Alexis Forge Apt. 787, Port Joan, IN 72615",317-335-4451x7220,GB89LLMD94567827598606,comprehensive,1.6,1
CL003179,Susan Powers,Male,31,married,Accountant,86511.32,643,FL,"738 Cabrera Dam, Lake Joel, KS 97408",2282048242,GB81DWLN75395751521959,full_coverage,1.6,0
CL003180,Robert Fields,Female,39,divorced,Police Officer,37340.12,644,NY,"PSC 4708, Box 1606, APO AE 72008",388.465.5671x7343,GB30ZFBB73937815067678,liability_only,1.1,0
CL003181,Jillian Davis,Female,42,married,Consultant,19348.34,671,OH,"92656 Mitchell Fords Apt. 726, Sellersbury, VA 03096",694.960.5210x217,GB41TBYB88987673981778,liability_only,5.2,0
CL003182,Annette Carlson,Male,19,divorced,Police Officer,78516.69,621,FL,"1696 Amber Knoll Suite 943, Loriborough, WI 32938",+1-613-766-3810x8743,GB10RCLV21760092698300,comprehensive,1.4,0
CL003183,Jamie Brown,Male,19,widowed,Nurse,66782.65,710,OH,"919 Lindsey Rapid, Monroemouth, MT 83023",676-655-3831x225,GB97VUZM95231362814159,full_coverage,1.8,1
CL003184,Cynthia Sullivan,Female,36,married,Business Owner,51488.47,653,IL,"PSC 8809, Box 8991, APO AA 54763",515-298-6258,GB22QVMT59633504915463,liability_only,3.2,1
CL003185,Anna Rice,Female,51,married,Nurse,84560.75,740,CA,"8257 Jasmine Club, New Robert, HI 89445",001-597-719-8085x042,GB69RXNL76249063659093,liability_only,3.9,0
CL003186,Robert Smith,Male,20,married,Accountant,51866.19,749,TX,"062 Jeffrey Shore, Lake Tiffany, TX 29835",+1-269-861-7494,GB62LLRG24753973872090,comprehensive,3.3,0
CL003187,Kari Adams,Male,28,single,Accountant,45685.03,632,TX,"4362 Luke Meadow, Coltonview, MS 49326",(548)268-4691,GB06IOLU38467886744664,full_coverage,0.3,1
CL003188,Jacob Davidson,Male,72,divorced,Mechanic,36534.76,702,NC,"281 Mark Turnpike Suite 774, Burnsburgh, WA 37187",331-142-4999,GB23JHCZ67584252679679,liability_only,0.2,1
CL003189,Rachel Reid,Female,63,married,Chef,70062.25,668,PA,"8531 Day Burgs, Port Amandaside, ND 47884",454-793-7690,GB32DRYS91069738569225,comprehensive,19.2,0
CL003190,Jessica Harrison,Male,63,married,Manager,78796.96,741,NC,"14915 Rebecca Rue Apt. 907, East Christopherchester, AS 97453",907-835-2319,GB17TIJZ89197875551551,full_coverage,4.8,1
CL003191,James Hodge,Other,34,married,Teacher,79679.04,708,CA,"107 James Rapid Apt. 869, Villaland, MI 16652",977.240.7244x8802,GB03DSZA21287809280414,comprehensive,0.6,0
CL003192,John Miller,Male,35,divorced,Retired,82073.04,764,GA,"384 Alyssa Drive, Port Kenneth, IN 71133",(362)699-6886x346,GB63KGVB23457747742450,full_coverage,2.1,0
CL003193,Ms. Angela Noble,Male,41,married,Chef,36559.99,681,OH,"37318 Martinez Vista, Port Andrewstad, KY 69768",312.729.7788,GB34WQSX80963389999595,liability_only,1.3,0
CL003194,Vanessa Hodge,Male,38,married,Retail Worker,94057.77,586,MI,"13407 Cummings Club, New Laurenview, ID 81400",528.773.0634,GB18HHVA20568616445081,full_coverage,2.4,0
CL003195,Steven Moore,Female,26,single,Warehouse Worker,56253.3,623,FL,"80814 Kristin Tunnel Apt. 441, Johnsonmouth, VT 38412",+1-763-567-2403,GB73FEFL23035120374524,full_coverage,3.3,0
CL003196,Thomas Brown,Female,55,single,Accountant,53302.43,669,CA,"490 Oconnor Junctions, Watsonmouth, FM 62072",(722)799-7712,GB07ZPBA72353187516367,full_coverage,1.3,1
CL003197,Kimberly Norman,Female,52,married,Business Owner,57034.17,671,NY,"Unit 1778 Box 5079, DPO AE 48694",489.916.3756x28900,GB10OHQH95972466572934,full_coverage,7.7,1
CL003198,Tara Harper,Male,64,married,Retail Worker,93011.54,710,TX,"9949 Miller Trail Suite 104, North Lori, MD 31360",+1-233-843-5613x5716,GB29FTAW08851974635026,full_coverage,2.4,0
CL003199,Roy Conway,Female,26,married,Consultant,46843.24,538,MI,"0778 Morrow Centers Suite 024, Gregoryshire, NH 77067",582-653-0214x66830,GB06OUQN55648159635031,full_coverage,2.6,3
CL003200,Melissa Mccarthy,Male,40,married,Accountant,105445.96,657,NC,"51401 Anthony Alley, Sandramouth, HI 59454",001-242-293-1110x16837,GB82BHCW46846250939567,full_coverage,3.1,0
CL003201,Louis Parsons,Male,20,single,Police Officer,70044.11,667,OH,"USNV Moran, FPO AE 10535",+1-714-221-1956x37626,GB89QNDN10293781979800,full_coverage,0.3,0
CL003202,Ryan Guerra,Male,31,married,Nurse,88813.56,850,CA,"397 Page Roads Apt. 499, Davidside, SD 07419",367.614.6757,GB04RTGN36172277322809,full_coverage,2.3,0
CL003203,Jeffrey Taylor,Female,51,single,Business Owner,50244.54,599,OH,"2078 Christy Coves, West Jamestown, ID 47344",(493)915-4724x92640,GB68NUFR77639539821963,liability_only,0.3,0
CL003204,Holly Ward,Female,47,single,Accountant,28248.3,800,PA,"37514 Monica Canyon, Leachburgh, KY 85314",(810)815-0447,GB58LWOB35889522512850,liability_only,2.0,0
CL003205,Timothy Simmons,Female,42,married,Mechanic,223226.59,650,NC,"208 Fry Lights, Donnaborough, CA 30062",7615075363,GB52CTBT56534298756424,full_coverage,3.2,0
CL003206,Jamie Clark,Male,51,married,Consultant,95075.09,738,MI,"552 Jill Place Suite 784, East Michael, IN 11756",745.224.2260x90846,GB88DEWO27259829652942,liability_only,0.7,2
CL003207,Stephanie Rich,Male,74,married,Freelancer,31707.57,796,OH,"2254 Thomas Burgs Suite 785, Paulburgh, MD 41923",(945)677-6065x4182,GB21FIAH50044525669458,comprehensive,2.2,3
CL003208,Rickey Evans,Female,50,married,Construction Worker,55969.53,691,NC,"3122 Reynolds Route Suite 477, New Brittany, DE 43562",775-279-1181x57809,GB98XFNQ59736974754965,full_coverage,1.0,0
CL003209,Charlotte Patel,Male,65,widowed,Construction Worker,62330.97,682,GA,"984 Tyrone Burg, Lake Katieberg, MD 92743",001-396-372-7292,GB89BXGP04046404579938,full_coverage,2.1,1
CL003210,Nicholas Freeman,Male,78,married,Business Owner,42597.31,593,OH,"41406 Joann Mission Apt. 425, Helenhaven, SD 60253",(573)272-5247,GB05MTOG84515199583063,liability_only,1.6,1
CL003211,Michele Roach,Female,19,married,Retail Worker,68608.11,696,CA,"PSC 2561, Box 3684, APO AA 63596",455-439-0490,GB15HGQD62199477374214,comprehensive,1.0,0
CL003212,David Walker DVM,Male,19,married,Construction Worker,62773.59,776,NY,"92718 Katherine Field, Toddmouth, PA 29702",001-871-732-3274,GB79UMYB05131456775103,full_coverage,2.6,1
CL003213,Carlos Vargas,Male,31,divorced,Sales Representative,65303.63,649,IL,"PSC 7510, Box 6255, APO AP 85782",7233607720,GB38CDWV42547796002715,comprehensive,3.2,0
CL003214,Sylvia Davenport,Male,26,divorced,Student,77869.48,760,GA,"395 Garcia Mountain Apt. 356, Nicholasbury, ME 04945",927-779-9853,GB50AGAC43013970076357,full_coverage,8.2,1
CL003215,Charles Medina,Male,18,married,Chef,55119.87,606,GA,"9316 Wang Roads, Dicksonside, OR 60777",9909701157,GB54NMBN06145738069538,full_coverage,5.4,0
CL003216,Sarah Hayes,Female,27,married,Mechanic,27383.5,701,MI,"USS Lynch, FPO AE 56055",(438)545-3169x9508,GB49BVCS65162078293867,liability_only,6.5,1
CL003217,Robert Zamora,Male,22,married,Manager,87820.51,591,NY,"94383 Ali Locks Suite 881, Goodmanton, MS 98800",527-353-7617x508,GB47CFBD35157011314916,comprehensive,2.9,0
CL003218,Ann Massey,Female,39,married,Police Officer,48212.11,718,TX,"963 Dustin Landing, New Jessicafort, FL 48235",(272)968-2607x1692,GB51JKDZ28786263365656,full_coverage,6.8,0
CL003219,Vincent Acevedo,Female,22,widowed,Police Officer,82555.97,758,MI,"91658 Cummings Underpass, North Brookestad, WV 76858",+1-372-748-2194x368,GB66HHRD30095688665718,comprehensive,0.7,0
CL003220,Crystal Jackson,Male,39,single,Retired,69952.75,708,FL,"PSC 0900, Box 0165, APO AE 04435",+1-282-984-0816x98286,GB69ULBN42394594060916,full_coverage,0.6,1
CL003221,James Flores,Male,67,married,Chef,56541.33,662,OH,"Unit 5527 Box 1774, DPO AA 78019",4709160166,GB42XIFI08916498373543,full_coverage,0.3,0
CL003222,John Pearson,Female,29,divorced,Consultant,146627.58,785,TX,"277 Deanna Loop Apt. 671, Jacksonport, VI 50798",294-396-9039x64063,GB17XNKN38546922096640,liability_only,1.6,1
CL003223,Jessica Frost,Female,27,married,Consultant,37740.13,781,FL,"PSC 3525, Box 1337, APO AE 19673",9948226262,GB02REOJ42472215522359,full_coverage,1.9,0
CL003224,Vernon Alvarado,Female,59,married,Teacher,105285.82,722,GA,"107 James Rapid Apt. 869, Villaland, MI 16652",001-589-231-2828x478,GB03DSZA21287809280414,full_coverage,1.0,2
CL003225,Cody Arellano,Male,28,married,Freelancer,170150.97,672,PA,"730 Reed Spurs, Teresabury, DE 07498",517.830.3328,GB18CZJZ81792659043824,full_coverage,2.8,0
CL003226,Gregory Allen,Male,54,married,Administrative Assistant,53835.75,584,TX,"98104 Burns Fall, South Elizabeth, ME 63365",4954702887,GB54WZRN29854265633531,comprehensive,3.3,0
CL003227,Catherine Smith,Female,70,single,Teacher,21337.15,513,NC,"0752 Christopher Ramp Apt. 985, East Brianside, DE 84606",584-897-1618x36820,GB36MWGJ53163219125588,comprehensive,0.1,0
CL003228,Michael Rice,Male,29,married,Business Owner,48644.2,709,IL,"543 Brown Pine Apt. 676, Lake Jodi, MH 12355",684.986.2548x0831,GB53ZATD53882238288927,full_coverage,3.0,0
CL003229,Brandon Brown,Female,31,single,Student,36955.08,772,NY,"1957 Patrick Cape, North Howardview, AL 83449",2714690328,GB66WGCO00274169585246,comprehensive,18.4,0
CL003230,Elizabeth Shaw,Male,65,single,Freelancer,40550.76,709,NY,"18078 Andersen Parkways Suite 521, Christyfort, CT 86687",001-289-361-3729x97704,GB14ANQZ36503567244312,liability_only,0.9,0
CL003231,Adam Becker,Male,42,single,Chef,15000.0,630,MI,"5866 Weiss Dam, Ericmouth, NH 44265",782.454.1434x9987,GB24DIOU21802153472519,full_coverage,12.7,1
CL003232,Samuel Nash,Other,49,single,Consultant,97651.03,697,NC,"650 James Highway, Wrightchester, IN 55845",001-739-796-6049x3342,GB79SCCT35098420619712,liability_only,0.6,1
CL003233,Kimberly Day,Female,59,married,Student,96347.99,765,OH,"33230 Villanueva Cliffs, West David, MS 75175",916-781-4406x1557,GB76HRAC57185219810390,comprehensive,0.4,0
CL003234,Joseph York,Female,45,divorced,Nurse,96180.57,707,FL,"5276 Spence Shoal, Kristenchester, MD 27132",001-314-600-7486x205,GB21VWND05327654963279,full_coverage,0.8,0
CL003235,Susan Jones,Female,20,married,Business Owner,126105.69,700,MI,"Unit 8063 Box 2721, DPO AP 46922",354-970-1197,GB15MYIE86523746558269,comprehensive,4.3,0
CL003236,Sean Cummings,Male,35,single,Manager,60745.55,824,IL,"097 Alexandria Stravenue, Hernandezbury, AZ 75548",001-702-216-9797x296,GB76ZAEE58030569067447,liability_only,0.7,0
CL003237,Robert Griffin,Male,33,married,Nurse,75392.04,663,IL,"3217 Martin Cliff, Wilsonbury, ME 53418",231-263-9482,GB85ZPHR08848738288758,full_coverage,1.6,0
CL003238,Lisa Horton,Male,43,single,Warehouse Worker,45703.89,833,GA,"07200 Timothy Orchard, Daniellemouth, OK 60644",489-661-6910x43846,GB72UTSV21779129852259,liability_only,0.6,0
CL003239,Mary Watson,Other,53,married,Police Officer,111940.45,650,NY,"4577 Porter Neck, Toniland, KY 30596",9798738991,GB86MPYC11549470281559,liability_only,1.9,2
CL003240,Nancy Cervantes,Female,18,married,Teacher,44226.98,635,CA,"33230 Villanueva Cliffs, West David, MS 75175",468-245-3362,GB78EGIK97386833071494,liability_only,16.0,0
CL003241,Christian Johnson,Female,20,married,Chef,23400.51,694,TX,"512 Rice Stream, Port Adam, AK 39608",4907421776,GB74LYEJ72863330212606,comprehensive,1.5,0
CL003242,Charles Mitchell,Female,42,divorced,Mechanic,48755.94,719,OH,"51046 Gregory Harbors, Port Michellemouth, DE 56175",332.216.7832x3373,GB15BKPO71895640736655,liability_only,0.3,0
CL003243,Rebecca Jackson,Male,77,single,Freelancer,71433.9,654,NC,"8111 Hill Turnpike Suite 267, North Kellytown, PW 88094",(291)260-6224,GB79OHDT39794897918762,full_coverage,4.7,1
CL003244,Jennifer Velasquez,Female,73,married,Nurse,33826.49,709,NC,"379 Leslie Spurs Apt. 328, Taylorberg, TN 41266",+1-661-271-3989x577,GB02EUOC92723910555894,comprehensive,0.6,0
CL003245,Tony Ferguson,Male,50,married,Student,55587.58,579,GA,"492 Robert Motorway, West Danielville, FL 12116",001-769-351-0058x4240,GB89ZLFY56654080979766,liability_only,3.8,0
CL003246,Patrick Peck,Male,71,single,Construction Worker,77146.82,813,OH,"92595 Patricia Light, Owensfort, PW 03844",810.386.1094,GB39PLZR62648200022808,full_coverage,5.7,0
CL003247,Derrick Alexander,Female,50,single,Administrative Assistant,47073.89,751,PA,"PSC 3221, Box 1678, APO AP 71782",+1-441-657-9279x3443,GB28HILA00956891380807,comprehensive,0.2,1
CL003248,Lynn Moore,Male,57,divorced,Chef,67950.61,553,GA,"720 Ronnie Path Suite 013, Markmouth, FL 71158",304-252-2699x3341,GB34TAFU25446686693248,liability_only,17.0,1
